Id,Label,timeset,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,clustering,eigencentrality,pageranks
PatriciaDaccac4,PatriciaDaccac4,,0,1,1,0,1,1,1,1,1,0,46,0,4413,0,0,0.00009
mariade77847460,mariade77847460,,0,1,1,0,1,1,1,1,1,0,46,0,4414,0,0,0.00009
anayumi,anayumi,,0,1,1,0,1,1,1,1,1,0,46,0,4415,0,0,0.00009
ITBrazil,ITBrazil,,0,1,1,0,1,1,1,1,1,0,46,0,4416,0,0,0.00009
EtnWander,EtnWander,,0,1,1,0,1,1,1,1,1,0,46,0,4417,0,0,0.00009
FlaubertFleanc1,FlaubertFleanc1,,0,1,1,0,1,1,1,1,1,0,46,0,4418,0,0,0.00009
bruni_rudie,bruni_rudie,,0,1,1,0,1,1,1,1,1,0,46,0,4419,0,0,0.00009
AnaSo80,AnaSo80,,0,1,1,0,1,1,1,1,1,0,46,0,4420,0,0,0.00009
rosilenesouzae1,rosilenesouzae1,,0,1,1,0,1,1,1,1,1,0,46,0,4421,0,0,0.00009
laurahungria,laurahungria,,0,1,1,0,1,1,1,1,1,0,46,0,4422,0,0,0.00009
Vieirainfo1,Vieirainfo1,,0,1,1,0,1,1,1,1,1,0,46,0,4423,0,0,0.00009
paulatuono,paulatuono,,0,1,1,0,1,1,1,1,1,0,46,0,4424,0,0,0.00009
fabriciobandera,fabriciobandera,,0,1,1,0,1,1,1,1,1,0,46,0,4425,0,0,0.00009
Cristia14014212,Cristia14014212,,0,1,1,0,1,1,1,1,1,0,46,0,4426,0,0,0.00009
FabrcioCesrio1,FabrcioCesrio1,,0,1,1,0,1,1,1,1,1,0,46,0,4427,0,0,0.00009
Professor_H,Professor_H,,0,1,1,0,1,1,1,1,1,0,46,0,4428,0,0,0.00009
KathePomper,KathePomper,,0,1,1,0,1,1,1,1,1,0,46,0,4429,0,0,0.00009
GyrayaC,GyrayaC,,0,1,1,0,1,1,1,1,1,0,46,0,4430,0,0,0.00009
DurvalAlencar,DurvalAlencar,,0,1,1,0,1,1,1,1,1,0,46,0,4431,0,0,0.00009
RosangelaScarp2,RosangelaScarp2,,0,1,1,0,1,1,1,1,1,0,46,0,4432,0,0,0.00009
EvaristoKlebber,EvaristoKlebber,,0,1,1,0,1,1,1,1,1,0,46,0,4433,0,0,0.00009
gladson618,gladson618,,0,1,1,0,1,1,1,1,1,0,46,0,4434,0,0,0.00009
jerobat,jerobat,,0,1,1,0,1,1,1,1,1,0,46,0,4435,0,0,0.00009
ULeal74,ULeal74,,0,1,1,0,1,1,1,1,1,0,46,0,4436,0,0,0.00009
Antonio24235831,Antonio24235831,,0,1,1,0,1,1,1,1,1,0,46,0,4437,0,0,0.00009
ElvysRilk,ElvysRilk,,0,1,1,0,1,1,1,1,1,0,46,0,4438,0,0,0.00009
MatozoSella,MatozoSella,,0,1,1,0,1,1,1,1,1,0,46,0,4439,0,0,0.00009
hertz146,hertz146,,0,1,1,0,1,1,1,1,1,0,46,0,4440,0,0,0.00009
volneibesen,volneibesen,,0,1,1,0,1,1,1,1,1,0,46,0,4441,0,0,0.00009
VidalPerfeito,VidalPerfeito,,0,1,1,0,1,1,1,1,1,0,46,0,4442,0,0,0.00009
geraldofontesrj,geraldofontesrj,,0,1,1,0,1,1,1,1,1,0,46,0,4443,0,0,0.00009
Rubens09338797,Rubens09338797,,0,1,1,0,1,1,1,1,1,0,46,0,4444,0,0,0.00009
rocavieira87,rocavieira87,,0,1,1,0,1,1,1,1,1,0,46,0,4445,0,0,0.00009
arosanerocha,arosanerocha,,0,1,1,0,1,1,1,1,1,0,46,0,4446,0,0,0.00009
Neide79979097,Neide79979097,,0,1,1,0,1,1,1,1,1,0,46,0,4447,0,0,0.00009
DuannySouzaSil1,DuannySouzaSil1,,0,1,1,0,1,1,1,1,1,0,46,0,4448,0,0,0.00009
biopalhares,biopalhares,,0,1,1,0,1,1,1,1,1,0,46,0,4449,0,0,0.00009
Sr_Cleber,Sr_Cleber,,0,1,1,0,1,1,1,1,1,0,46,0,4450,0,0,0.00009
Davidkazmier,Davidkazmier,,0,1,1,0,1,1,1,1,1,0,46,0,4451,0,0,0.00009
Ari_38itao,Ari_38itao,,0,1,1,0,1,1,1,1,1,0,46,0,4452,0,0,0.00009
Draghonss,Draghonss,,0,1,1,0,1,1,1,1,1,0,46,0,4453,0,0,0.00009
RJ_Luzetti,RJ_Luzetti,,0,1,1,0,1,1,1,1,1,0,46,0,4454,0,0,0.00009
RAPT0RIAN0,RAPT0RIAN0,,0,1,1,0,1,1,1,1,1,0,46,0,4455,0,0,0.00009
Zevulgonuni,Zevulgonuni,,0,1,1,0,1,1,1,1,1,0,46,0,4456,0,0,0.00009
Lorrayn_ee,Lorrayn_ee,,0,1,1,0,1,1,1,1,1,0,46,0,4457,0,0,0.00009
BritoSilvias,BritoSilvias,,0,1,1,0,1,1,1,1,1,0,46,0,4458,0,0,0.00009
jonas_wallauer,jonas_wallauer,,0,1,1,0,1,1,1,1,1,0,46,0,4459,0,0,0.00009
mroneym,mroneym,,0,1,1,0,1,1,1,1,1,0,46,0,4460,0,0,0.00009
PFbreg,PFbreg,,0,1,1,0,1,1,1,1,1,0,46,0,4461,0,0,0.00009
Majufernandes77,Majufernandes77,,0,1,1,0,1,1,1,1,1,0,46,0,4462,0,0,0.00009
ailton_alemao,ailton_alemao,,0,1,1,0,1,1,1,1,1,0,46,0,4463,0,0,0.00009
Jubo78279517,Jubo78279517,,0,1,1,0,1,1,1,1,1,0,46,0,4464,0,0,0.00009
davidyagi,davidyagi,,0,1,1,0,1,1,1,1,1,0,46,0,4465,0,0,0.00009
MariaAvanzi1,MariaAvanzi1,,0,1,1,0,1,1,1,1,1,0,46,0,4466,0,0,0.00009
mia83492878,mia83492878,,0,1,1,0,1,1,1,1,1,0,46,0,4467,0,0,0.00009
danieljsjr970,danieljsjr970,,0,1,1,0,1,1,1,1,1,0,46,0,4468,0,0,0.00009
juweyll,juweyll,,0,1,1,0,1,1,1,1,1,0,46,0,4469,0,0,0.00009
herosap7,herosap7,,0,1,1,0,1,1,1,1,1,0,106,0,4470,0,0,0.00009
elcivanni,elcivanni,,0,2,2,0,2,2,1,1,1,0,106,0,4471,0,0,0.00009
Lori_Friedrich,Lori_Friedrich,,0,1,1,0,1,1,1,1,1,0,46,0,4472,0,0,0.00009
eleitoral2020,eleitoral2020,,0,1,1,0,1,1,1,1,1,0,106,0,4473,0,0,0.00009
ronal10doAsa,ronal10doAsa,,0,1,1,0,1,1,1,1,1,0,46,0,4474,0,0,0.00009
Tutysxtutys,Tutysxtutys,,0,1,1,0,1,1,1,1,1,0,46,0,4475,0,0,0.00009
roseflo95587627,roseflo95587627,,0,1,1,0,1,1,1,1,1,0,46,0,4476,0,0,0.00009
GalvaoLione,GalvaoLione,,0,1,1,0,1,1,1,1,1,0,46,0,4477,0,0,0.00009
delzascunha,delzascunha,,0,1,1,0,1,1,1,1,1,0,46,0,4478,0,0,0.00009
roberto8399,roberto8399,,0,1,1,0,1,1,1,1,1,0,46,0,4479,0,0,0.00009
anacarladebem,anacarladebem,,0,1,1,0,1,1,1,1,1,0,46,0,4480,0,0,0.00009
Leiry_bague,Leiry_bague,,0,1,1,0,1,1,1,1,1,0,46,0,4481,0,0,0.00009
VVagninho,VVagninho,,0,1,1,0,1,1,1,1,1,0,46,0,4482,0,0,0.00009
RutedaRosaSilv1,RutedaRosaSilv1,,0,1,1,0,1,1,1,1,1,0,46,0,4483,0,0,0.00009
Cobra_tabagista,Cobra_tabagista,,0,1,1,0,1,1,1,1,1,0,46,0,4484,0,0,0.00009
PrRobsonAlencar,PrRobsonAlencar,,0,1,1,0,1,1,1,1,1,0,46,0,4485,0,0,0.00009
ArmeniaTavares,ArmeniaTavares,,0,1,1,0,1,1,1,1,1,0,46,0,4486,0,0,0.00009
Botelho95763374,Botelho95763374,,0,1,1,0,1,1,1,1,1,0,46,0,4487,0,0,0.00009
maurici47429447,maurici47429447,,0,1,1,0,1,1,1,1,1,0,46,0,4488,0,0,0.00009
Rodrigo_Bossle,Rodrigo_Bossle,,0,1,1,0,1,1,1,1,1,0,46,0,4489,0,0,0.00009
gilgestor,gilgestor,,0,1,1,0,1,1,1,1,1,0,46,0,4490,0,0,0.00009
IvanJr94,IvanJr94,,0,1,1,0,1,1,1,1,1,0,46,0,4491,0,0,0.00009
andreriosrj,andreriosrj,,11,0,11,11,0,11,0,0,0,0,107,0,1079,0,0.002973,0.00078
NRossatto,NRossatto,,0,1,1,0,1,1,1,1,1,0,46,0,4492,0,0,0.00009
MArackawa,MArackawa,,0,1,1,0,1,1,1,1,1,0,46,0,4493,0,0,0.00009
cedarindigo,cedarindigo,,0,1,1,0,1,1,1,1,1,0,46,0,4494,0,0,0.00009
mrgaiga,mrgaiga,,0,1,1,0,1,1,1,1,1,0,46,0,4495,0,0,0.00009
PMorenoB,PMorenoB,,0,1,1,0,1,1,1,1,1,0,46,0,4496,0,0,0.00009
brwithproud,brwithproud,,0,1,1,0,1,1,1,1,1,0,46,0,4497,0,0,0.00009
jequitigalo,jequitigalo,,0,1,1,0,1,1,1,1,1,0,46,0,4498,0,0,0.00009
JosCarl06759092,JosCarl06759092,,0,1,1,0,1,1,1,1,1,0,46,0,4499,0,0,0.00009
AramiLima,AramiLima,,0,1,1,0,1,1,1,1,1,0,46,0,4500,0,0,0.00009
KlossRibeiro,KlossRibeiro,,0,1,1,0,1,1,1,1,1,0,46,0,4501,0,0,0.00009
smarsblue,smarsblue,,0,1,1,0,1,1,1,1,1,0,46,0,4502,0,0,0.00009
hatnas1,hatnas1,,0,1,1,0,1,1,1,1,1,0,46,0,4503,0,0,0.00009
jlucianoss123n1,jlucianoss123n1,,0,1,1,0,1,1,1,1,1,0,46,0,4504,0,0,0.00009
Selma1965,Selma1965,,0,1,1,0,1,1,1,1,1,0,46,0,4505,0,0,0.00009
StevensonProf,StevensonProf,,0,1,1,0,1,1,1,1,1,0,46,0,4506,0,0,0.00009
simonefreirego1,simonefreirego1,,0,1,1,0,1,1,1,1,1,0,46,0,4507,0,0,0.00009
NiBarga,NiBarga,,0,1,1,0,1,1,1,1,1,0,46,0,4508,0,0,0.00009
Marcialgn,Marcialgn,,0,1,1,0,1,1,1,1,1,0,46,0,4509,0,0,0.00009
cesargomes23,cesargomes23,,0,1,1,0,1,1,1,1,1,0,46,0,4510,0,0,0.00009
Arian33296309,Arian33296309,,0,1,1,0,1,1,1,1,1,0,46,0,4511,0,0,0.00009
AstrathJunior,AstrathJunior,,0,1,1,0,1,1,1,1,1,0,46,0,4512,0,0,0.00009
Rodrigo_Duart,Rodrigo_Duart,,0,1,1,0,1,1,1,1,1,0,46,0,4513,0,0,0.00009
isabelm85126093,isabelm85126093,,0,1,1,0,1,1,1,1,1,0,46,0,4514,0,0,0.00009
chory1410,chory1410,,0,1,1,0,1,1,1,1,1,0,46,0,4515,0,0,0.00009
Raquelnepomucen,Raquelnepomucen,,0,1,1,0,1,1,1,1,1,0,46,0,4516,0,0,0.00009
donanferacirga,donanferacirga,,0,1,1,0,1,1,1,1,1,0,46,0,4517,0,0,0.00009
leeopassamani,leeopassamani,,0,1,1,0,1,1,1,1,1,0,107,0,4518,0,0,0.00009
Flaviolemos2010,Flaviolemos2010,,0,1,1,0,1,1,1,1,1,0,46,0,4519,0,0,0.00009
fernandomette,fernandomette,,0,1,1,0,1,1,1,1,1,0,46,0,4520,0,0,0.00009
Messi13584236,Messi13584236,,0,1,1,0,1,1,1,1,1,0,46,0,4521,0,0,0.00009
EriveltonMarq13,EriveltonMarq13,,0,1,1,0,1,1,1,1,1,0,46,0,4522,0,0,0.00009
FogoPatriotas,FogoPatriotas,,0,1,1,0,1,1,1,1,1,0,46,0,4523,0,0,0.00009
EnoqueLourenco,EnoqueLourenco,,0,1,1,0,1,1,1,1,1,0,46,0,4524,0,0,0.00009
RolimSkyl,RolimSkyl,,0,1,1,0,1,1,1,1,1,0,46,0,4525,0,0,0.00009
allanbrazute,allanbrazute,,0,1,1,0,1,1,1,1,1,0,46,0,4526,0,0,0.00009
Jbdto,Jbdto,,0,1,1,0,1,1,1,1,1,0,46,0,4527,0,0,0.00009
NeideSaconi,NeideSaconi,,0,1,1,0,1,1,1,1,1,0,46,0,4528,0,0,0.00009
AuroTrindade,AuroTrindade,,0,1,1,0,1,1,1,1,1,0,46,0,4529,0,0,0.00009
Vggc83493133,Vggc83493133,,0,1,1,0,1,1,1,1,1,0,106,0,4530,0,0,0.00009
SHCOful,SHCOful,,0,1,1,0,1,1,1,1,1,0,46,0,4531,0,0,0.00009
marcosbielmota,marcosbielmota,,0,1,1,0,1,1,1,1,1,0,46,0,4532,0,0,0.00009
dacmarcos,dacmarcos,,0,1,1,0,1,1,1,1,1,0,46,0,4533,0,0,0.00009
betohousebox,betohousebox,,0,1,1,0,1,1,1,1,1,0,46,0,4534,0,0,0.00009
MarcioSodre6,MarcioSodre6,,0,1,1,0,1,1,1,1,1,0,46,0,4535,0,0,0.00009
NilzaBarreto1,NilzaBarreto1,,0,1,1,0,1,1,1,1,1,0,46,0,4536,0,0,0.00009
lalbert95519675,lalbert95519675,,0,1,1,0,1,1,1,1,1,0,46,0,4537,0,0,0.00009
Andress73040020,Andress73040020,,0,1,1,0,1,1,1,1,1,0,46,0,4538,0,0,0.00009
efrabattiston,efrabattiston,,0,1,1,0,1,1,1,1,1,0,46,0,4539,0,0,0.00009
nerialme,nerialme,,0,1,1,0,1,1,1,1,1,0,46,0,4540,0,0,0.00009
GenaldoAraujo,GenaldoAraujo,,0,1,1,0,1,1,1,1,1,0,46,0,4541,0,0,0.00009
ngsampa,ngsampa,,0,1,1,0,1,1,1,1,1,0,46,0,4542,0,0,0.00009
LivresParaFalar,LivresParaFalar,,0,1,1,0,1,1,1,1,1,0,46,0,4543,0,0,0.00009
MaJorSantos,MaJorSantos,,0,1,1,0,1,1,1,1,1,0,46,0,4544,0,0,0.00009
LucenaMarialulu,LucenaMarialulu,,0,1,1,0,1,1,1,1,1,0,46,0,4545,0,0,0.00009
SouzaMarte,SouzaMarte,,0,1,1,0,1,1,1,1,1,0,46,0,4546,0,0,0.00009
rodrigo42,rodrigo42,,0,1,1,0,1,1,1,1,1,0,46,0,4547,0,0,0.00009
ChiquinhoLulu,ChiquinhoLulu,,0,1,1,0,1,1,1,1,1,0,46,0,4548,0,0,0.00009
JACKSONLUIZGOM2,JACKSONLUIZGOM2,,0,1,1,0,1,1,1,1,1,0,46,0,4549,0,0,0.00009
LucihelenOlivei,LucihelenOlivei,,0,2,2,0,2,2,1,1,1,0,106,0,4550,0,0,0.00009
MAntunes88,MAntunes88,,0,1,1,0,1,1,1,1,1,0,46,0,4551,0,0,0.00009
Romuloarioli,Romuloarioli,,0,1,1,0,1,1,1,1,1,0,46,0,4552,0,0,0.00009
jose04br,jose04br,,0,1,1,0,1,1,1,1,1,0,46,0,4553,0,0,0.00009
dineisalazar,dineisalazar,,0,1,1,0,1,1,1,1,1,0,46,0,4554,0,0,0.00009
Neves6Socorro,Neves6Socorro,,0,1,1,0,1,1,1,1,1,0,46,0,4555,0,0,0.00009
DiegoMa020,DiegoMa020,,0,1,1,0,1,1,1,1,1,0,46,0,4556,0,0,0.00009
diorgenesrj,diorgenesrj,,0,1,1,0,1,1,1,1,1,0,46,0,4557,0,0,0.00009
rcassial,rcassial,,0,1,1,0,1,1,1,1,1,0,46,0,4558,0,0,0.00009
Claudio26820783,Claudio26820783,,0,1,1,0,1,1,1,1,1,0,46,0,4559,0,0,0.00009
MrciaFe71465318,MrciaFe71465318,,0,1,1,0,1,1,1,1,1,0,46,0,4560,0,0,0.00009
edianamaskaro,edianamaskaro,,0,1,1,0,1,1,1,1,1,0,46,0,4561,0,0,0.00009
Jussara90733403,Jussara90733403,,0,1,1,0,1,1,1,1,1,0,46,0,4562,0,0,0.00009
Haline82603271,Haline82603271,,0,1,1,0,1,1,1,1,1,0,46,0,4563,0,0,0.00009
Miguel201757,Miguel201757,,0,1,1,0,1,1,1,1,1,0,46,0,4564,0,0,0.00009
Jarleson_Oliver,Jarleson_Oliver,,0,1,1,0,1,1,1,1,1,0,46,0,4565,0,0,0.00009
machadoemiranda,machadoemiranda,,0,1,1,0,1,1,1,1,1,0,46,0,4566,0,0,0.00009
joserodrigob38,joserodrigob38,,0,1,1,0,1,1,1,1,1,0,46,0,4567,0,0,0.00009
Fabrici07860326,Fabrici07860326,,0,1,1,0,1,1,1,1,1,0,46,0,4568,0,0,0.00009
Patrici76455149,Patrici76455149,,0,1,1,0,1,1,1,1,1,0,46,0,4569,0,0,0.00009
sergioaslim,sergioaslim,,0,1,1,0,1,1,1,1,1,0,46,0,4570,0,0,0.00009
brunomnzs,brunomnzs,,0,1,1,0,1,1,1,1,1,0,46,0,4571,0,0,0.00009
leandravicentes,leandravicentes,,0,1,1,0,1,1,1,1,1,0,46,0,4572,0,0,0.00009
sgtgadelha,sgtgadelha,,0,1,1,0,1,1,1,1,1,0,46,0,4573,0,0,0.00009
AnaTerezaDFOli1,AnaTerezaDFOli1,,0,1,1,0,1,1,1,1,1,0,46,0,4574,0,0,0.00009
EnaideAlves,EnaideAlves,,0,1,1,0,1,1,1,1,1,0,46,0,4575,0,0,0.00009
ngeloLusdeOliv1,ngeloLusdeOliv1,,0,1,1,0,1,1,1,1,1,0,46,0,4576,0,0,0.00009
vivianvivianbr,vivianvivianbr,,0,1,1,0,1,1,1,1,1,0,46,0,4577,0,0,0.00009
paulo_silva2017,paulo_silva2017,,0,1,1,0,1,1,1,1,1,0,46,0,4578,0,0,0.00009
MrciaDi60318062,MrciaDi60318062,,0,1,1,0,1,1,1,1,1,0,46,0,4579,0,0,0.00009
Raymara45235006,Raymara45235006,,0,1,1,0,1,1,1,1,1,0,46,0,4580,0,0,0.00009
renatojfora2,renatojfora2,,0,1,1,0,1,1,1,1,1,0,46,0,4581,0,0,0.00009
gibaseemann,gibaseemann,,0,1,1,0,1,1,1,1,1,0,46,0,4582,0,0,0.00009
cleytonlea,cleytonlea,,0,1,1,0,1,1,1,1,1,0,46,0,4583,0,0,0.00009
walterprince10,walterprince10,,0,1,1,0,1,1,1,1,1,0,46,0,4584,0,0,0.00009
microespaco,microespaco,,0,1,1,0,1,1,1,1,1,0,46,0,4585,0,0,0.00009
Bolsobrothers,Bolsobrothers,,0,1,1,0,1,1,1,1,1,0,46,0,4586,0,0,0.00009
Santos_santosol,Santos_santosol,,0,1,1,0,1,1,1,1,1,0,46,0,4587,0,0,0.00009
_Gisa___,_Gisa___,,0,1,1,0,1,1,1,1,1,0,46,0,4588,0,0,0.00009
Iranild96566147,Iranild96566147,,0,1,1,0,1,1,1,1,1,0,46,0,4589,0,0,0.00009
AaEvandro,AaEvandro,,0,1,1,0,1,1,1,1,1,0,46,0,4590,0,0,0.00009
NeuzaM0rais,NeuzaM0rais,,0,1,1,0,1,1,1,1,1,0,46,0,4591,0,0,0.00009
PauloZaffari,PauloZaffari,,0,1,1,0,1,1,1,1,1,0,46,0,4592,0,0,0.00009
diogeneshere,diogeneshere,,0,1,1,0,1,1,1,1,1,0,46,0,4593,0,0,0.00009
uelintonolive10,uelintonolive10,,0,1,1,0,1,1,1,1,1,0,46,0,4594,0,0,0.00009
jfabio75,jfabio75,,0,1,1,0,1,1,1,1,1,0,46,0,4595,0,0,0.00009
OdilonVargas2,OdilonVargas2,,0,1,1,0,1,1,1,1,1,0,46,0,4596,0,0,0.00009
jcslopess,jcslopess,,0,1,1,0,1,1,1,1,1,0,46,0,4597,0,0,0.00009
ed_aurelio,ed_aurelio,,0,1,1,0,1,1,1,1,1,0,46,0,4598,0,0,0.00009
Carlos_Trumpp,Carlos_Trumpp,,0,1,1,0,1,1,1,1,1,0,46,0,4599,0,0,0.00009
JooBoscoCampos3,JooBoscoCampos3,,0,1,1,0,1,1,1,1,1,0,46,0,4600,0,0,0.00009
Tamih19,Tamih19,,0,1,1,0,1,1,1,1,1,0,46,0,4601,0,0,0.00009
AlexandreBonora,AlexandreBonora,,0,1,1,0,1,1,1,1,1,0,46,0,4602,0,0,0.00009
RelredeS,RelredeS,,0,1,1,0,1,1,1,1,1,0,106,0,4603,0,0,0.00009
RodrigoTorres64,RodrigoTorres64,,0,1,1,0,1,1,1,1,1,0,46,0,4604,0,0,0.00009
cquissak33,cquissak33,,0,1,1,0,1,1,1,1,1,0,46,0,4605,0,0,0.00009
FerinaThatcher,FerinaThatcher,,0,1,1,0,1,1,1,1,1,0,46,0,4606,0,0,0.00009
costa_adimilson,costa_adimilson,,0,1,1,0,1,1,1,1,1,0,46,0,4607,0,0,0.00009
SilvaAndergs,SilvaAndergs,,0,1,1,0,1,1,1,1,1,0,46,0,4608,0,0,0.00009
JOTA_BARROS_,JOTA_BARROS_,,0,1,1,0,1,1,1,1,1,0,46,0,4609,0,0,0.00009
LoraZam,LoraZam,,0,1,1,0,1,1,1,1,1,0,46,0,4610,0,0,0.00009
cacauyuri,cacauyuri,,0,1,1,0,1,1,1,1,1,0,46,0,4611,0,0,0.00009
0Tonhu,0Tonhu,,0,1,1,0,1,1,1,1,1,0,46,0,4612,0,0,0.00009
Akarolmartins,Akarolmartins,,0,1,1,0,1,1,1,1,1,0,46,0,4613,0,0,0.00009
AlanQCarvalho,AlanQCarvalho,,0,1,1,0,1,1,1,1,1,0,46,0,4614,0,0,0.00009
MF36617294,MF36617294,,0,1,1,0,1,1,1,1,1,0,46,0,4615,0,0,0.00009
wagner_destro,wagner_destro,,0,1,1,0,1,1,1,1,1,0,46,0,4616,0,0,0.00009
DK_3FM,DK_3FM,,0,1,1,0,1,1,1,1,1,0,46,0,4617,0,0,0.00009
Rodrigofror,Rodrigofror,,0,1,1,0,1,1,1,1,1,0,46,0,4618,0,0,0.00009
akiraokamura,akiraokamura,,0,1,1,0,1,1,1,1,1,0,46,0,4619,0,0,0.00009
Adenilson_Bass,Adenilson_Bass,,0,1,1,0,1,1,1,1,1,0,46,0,4620,0,0,0.00009
lansystem01,lansystem01,,0,1,1,0,1,1,1,1,1,0,46,0,4621,0,0,0.00009
CezarAcbsadv,CezarAcbsadv,,0,1,1,0,1,1,1,1,1,0,107,0,4622,0,0,0.00009
DaiAndradeRJ,DaiAndradeRJ,,0,1,1,0,1,1,1,1,1,0,46,0,4623,0,0,0.00009
Catiasbor,Catiasbor,,0,1,1,0,1,1,1,1,1,0,46,0,4624,0,0,0.00009
NegraoFrancisco,NegraoFrancisco,,0,1,1,0,1,1,1,1,1,0,46,0,4625,0,0,0.00009
luanpablocs,luanpablocs,,0,1,1,0,1,1,1,1,1,0,46,0,4626,0,0,0.00009
anjo_ariano,anjo_ariano,,0,1,1,0,1,1,1,1,1,0,46,0,4627,0,0,0.00009
lipemoreira04,lipemoreira04,,0,1,1,0,1,1,1,1,1,0,46,0,4628,0,0,0.00009
AriSanSouza,AriSanSouza,,0,1,1,0,1,1,1,1,1,0,46,0,4629,0,0,0.00009
MarcosR41279094,MarcosR41279094,,0,1,1,0,1,1,1,1,1,0,46,0,4630,0,0,0.00009
LiliaRRS8,LiliaRRS8,,0,1,1,0,1,1,1,1,1,0,46,0,4631,0,0,0.00009
fslobo49,fslobo49,,0,1,1,0,1,1,1,1,1,0,46,0,4632,0,0,0.00009
ufopimenta,ufopimenta,,0,1,1,0,1,1,1,1,1,0,46,0,4633,0,0,0.00009
AlessandroSga11,AlessandroSga11,,0,1,1,0,1,1,1,1,1,0,46,0,4634,0,0,0.00009
pastorapatricia,pastorapatricia,,0,1,1,0,1,1,1,1,1,0,46,0,4635,0,0,0.00009
DriCosmo,DriCosmo,,0,1,1,0,1,1,1,1,1,0,46,0,4636,0,0,0.00009
Jubrazil1963,Jubrazil1963,,0,1,1,0,1,1,1,1,1,0,46,0,4637,0,0,0.00009
MilbragaMilena,MilbragaMilena,,0,1,1,0,1,1,1,1,1,0,46,0,4638,0,0,0.00009
Artur_Pensador,Artur_Pensador,,0,1,1,0,1,1,1,1,1,0,46,0,4639,0,0,0.00009
alfeugularte,alfeugularte,,0,1,1,0,1,1,1,1,1,0,46,0,4640,0,0,0.00009
RonaldoMagRJ,RonaldoMagRJ,,0,1,1,0,1,1,1,1,1,0,107,0,4641,0,0,0.00009
FreitasBarone,FreitasBarone,,0,1,1,0,1,1,1,1,1,0,46,0,4642,0,0,0.00009
OlivJrJunior,OlivJrJunior,,0,1,1,0,1,1,1,1,1,0,46,0,4643,0,0,0.00009
GamaValderlan,GamaValderlan,,0,1,1,0,1,1,1,1,1,0,46,0,4644,0,0,0.00009
VilmaGo1967,VilmaGo1967,,0,1,1,0,1,1,1,1,1,0,46,0,4645,0,0,0.00009
camilastreme7,camilastreme7,,0,1,1,0,1,1,1,1,1,0,46,0,4646,0,0,0.00009
Alex4ndr_Bonato,Alex4ndr_Bonato,,0,1,1,0,1,1,1,1,1,0,46,0,4647,0,0,0.00009
adaobento1,adaobento1,,0,1,1,0,1,1,1,1,1,0,46,0,4648,0,0,0.00009
telmaadvg,telmaadvg,,0,1,1,0,1,1,1,1,1,0,46,0,4649,0,0,0.00009
marlinho2019,marlinho2019,,0,1,1,0,1,1,1,1,1,0,46,0,4650,0,0,0.00009
EliOliv98248502,EliOliv98248502,,0,1,1,0,1,1,1,1,1,0,46,0,4651,0,0,0.00009
Vivianerecife,Vivianerecife,,0,2,2,0,2,2,2,0.75,0.833333,0,106,0,4653,0,0,0.00009
NinaLuz23695256,NinaLuz23695256,,1,1,2,1,1,2,1,1,1,1,106,0,4652,0,0.00027,0.000129
ValbeloC,ValbeloC,,0,1,1,0,1,1,1,1,1,0,46,0,4654,0,0,0.00009
rwamadeu,rwamadeu,,0,1,1,0,1,1,1,1,1,0,46,0,4655,0,0,0.00009
npo212,npo212,,0,1,1,0,1,1,1,1,1,0,46,0,4656,0,0,0.00009
Caroll_M22,Caroll_M22,,0,1,1,0,1,1,1,1,1,0,46,0,4657,0,0,0.00009
OsvaldoLimaJni1,OsvaldoLimaJni1,,0,1,1,0,1,1,1,1,1,0,46,0,4658,0,0,0.00009
FDicro,FDicro,,0,1,1,0,1,1,1,1,1,0,46,0,4659,0,0,0.00009
Marcos02742699,Marcos02742699,,0,1,1,0,1,1,1,1,1,0,46,0,4660,0,0,0.00009
BrunoCa00621171,BrunoCa00621171,,0,1,1,0,1,1,1,1,1,0,46,0,4661,0,0,0.00009
RosilanyP,RosilanyP,,0,1,1,0,1,1,1,1,1,0,46,0,4662,0,0,0.00009
Basilides2,Basilides2,,0,1,1,0,1,1,1,1,1,0,46,0,4663,0,0,0.00009
EgidioTelmo,EgidioTelmo,,0,1,1,0,1,1,1,1,1,0,46,0,4664,0,0,0.00009
GoltembergBR,GoltembergBR,,0,1,1,0,1,1,1,1,1,0,46,0,4665,0,0,0.00009
BoIsoRinga,BoIsoRinga,,0,1,1,0,1,1,1,1,1,0,46,0,4666,0,0,0.00009
sardinha_rose,sardinha_rose,,0,1,1,0,1,1,1,1,1,0,46,0,4667,0,0,0.00009
leonardoj2me,leonardoj2me,,0,1,1,0,1,1,1,1,1,0,46,0,4668,0,0,0.00009
AtthurLeite,AtthurLeite,,0,1,1,0,1,1,1,1,1,0,46,0,4669,0,0,0.00009
DiegoPr16544222,DiegoPr16544222,,0,1,1,0,1,1,1,1,1,0,46,0,4670,0,0,0.00009
elinalv12774504,elinalv12774504,,0,1,1,0,1,1,1,1,1,0,46,0,4671,0,0,0.00009
RenanDeSNunes1,RenanDeSNunes1,,0,1,1,0,1,1,1,1,1,0,46,0,4672,0,0,0.00009
Confiante3,Confiante3,,0,1,1,0,1,1,1,1,1,0,46,0,4673,0,0,0.00009
